session_year,party,seats_over_side,caption,table_str,data,legislator,id,seat
1951-01-01T12:00:00Z,Republican,NA,"<strong>Frank M. Farmer</strong><br/>Republican<br/>Male<br/>Representing Rickreall, Polk.",NA,legislators,"Farmer, Frank M.",30,50
1951-01-01T12:00:00Z,Republican,NA,"<strong>Francis W. Ziegler</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,legislators,"Ziegler, Francis W.",31,4
1951-01-01T12:00:00Z,Republican,NA,"<strong>Mark O. Hatfield</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Hatfield, Mark O.",32,11
1951-01-01T12:00:00Z,Republican,NA,"<strong>Roy L. Houck</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Houck, Roy L.",33,19
1951-01-01T12:00:00Z,Republican,NA,"<strong>Lee V. Ohmart</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Ohmart, Lee V.",34,27
1951-01-01T12:00:00Z,Republican,NA,"<strong>John F. Steelhammer</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Steelhammer, John F.",35,35
1951-01-01T12:00:00Z,Republican,NA,"<strong>Ed R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Home, Linn.",NA,legislators,"Cardwell, Ed R.",36,43
1951-01-01T12:00:00Z,Republican,NA,"<strong>Melvin Goode</strong><br/>Republican<br/>Male<br/>Representing Albany, Linn.",NA,legislators,"Goode, Melvin",37,51
1951-01-01T12:00:00Z,Republican,NA,"<strong>Earl H. Hill</strong><br/>Republican<br/>Male<br/>Representing Cushman, Lane.",NA,legislators,"Hill, Earl H.",38,5
1951-01-01T12:00:00Z,Republican,NA,"<strong>Donald R. Husband</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Husband, Donald R.",39,12
1951-01-01T12:00:00Z,Republican,NA,"<strong>Loran L. Stewart</strong><br/>Republican<br/>Male<br/>Representing Cottage Grove, Lane.",NA,legislators,"Stewart, Loran L.",40,20
1951-01-01T12:00:00Z,Republican,NA,"<strong>Paul E. Geddes</strong><br/>Republican<br/>Male<br/>Representing Roseburg, Douglas.",NA,legislators,"Geddes, Paul E.",41,28
1951-01-01T12:00:00Z,Republican,NA,"<strong>Fred W. Adams</strong><br/>Republican<br/>Male<br/>Representing Ophir, Coos, Curry.",NA,legislators,"Adams, Fred W.",42,36
1951-01-01T12:00:00Z,Republican,NA,"<strong>Raymond C. Coulter</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,legislators,"Coulter, Raymond C.",43,44
1951-01-01T12:00:00Z,Republican,NA,"<strong>E. H. Mann</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Mann, E. H.",44,52
1951-01-01T12:00:00Z,Republican,NA,"<strong>Robert W. Root</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Root, Robert W.",45,58
1951-01-01T12:00:00Z,Republican,NA,"<strong>John P. Hounsell</strong><br/>Republican<br/>Male<br/>Representing Hood River, Hood River.",NA,legislators,"Hounsell, John P.",46,6
1951-01-01T12:00:00Z,Republican,NA,"<strong>Russell Hudson</strong><br/>Republican<br/>Male<br/>Representing The Dalles, Wasco.",NA,legislators,"Hudson, Russell",47,13
1951-01-01T12:00:00Z,Republican,NA,"<strong>Giles L. French</strong><br/>Republican<br/>Male<br/>Representing Moro, Gilliam, Morrow, Sherman, Wheeler.",NA,legislators,"French, Giles L.",48,21
1951-01-01T12:00:00Z,Republican,NA,"<strong>Henry E. Peterson</strong><br/>Republican<br/>Male<br/>Representing Ione, Gilliam, Morrow, Sherman, Wheeler.",NA,legislators,"Peterson, Henry E.",49,29
1951-01-01T12:00:00Z,Republican,NA,"<strong>Sprague H. Carter</strong><br/>Republican<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Carter, Sprague H.",50,37
1951-01-01T12:00:00Z,Republican,NA,"<strong>C. L. (Buck) Lieuallen</strong><br/>Republican<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Lieuallen, C. L. (Buck)",51,45
1951-01-01T12:00:00Z,Republican,NA,"<strong>David C. Baum</strong><br/>Republican<br/>Male<br/>Representing La Grande, Union.",NA,legislators,"Baum, David C.",52,53
1951-01-01T12:00:00Z,Republican,NA,"<strong>Dean H. Erwin</strong><br/>Republican<br/>Male<br/>Representing Enterprise, Wallowa.",NA,legislators,"Erwin, Dean H.",53,59
1951-01-01T12:00:00Z,Republican,NA,"<strong>Roger Leonning</strong><br/>Republican<br/>Male<br/>Representing Haines, Baker.",NA,legislators,"Leonning, Roger",54,14
1951-01-01T12:00:00Z,Republican,NA,"<strong>Alva Curtis Goodrich</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes.",NA,legislators,"Goodrich, Alva Curtis",55,22
1951-01-01T12:00:00Z,Republican,NA,"<strong>B. A. (Dutch) Stover</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes, Lake.",NA,legislators,"Stover, B. A. (Dutch)",56,30
1951-01-01T12:00:00Z,Republican,NA,"<strong>William W. Bradeen</strong><br/>Republican<br/>Male<br/>Representing Burns, Grant, Harney.",NA,legislators,"Bradeen, William W.",57,38
1951-01-01T12:00:00Z,Republican,NA,"<strong>Carroll Locey</strong><br/>Republican<br/>Male<br/>Representing Ironside, Malheur.",NA,legislators,"Locey, Carroll",58,46
1951-01-01T12:00:00Z,Republican,NA,"<strong>Edward A. Geary</strong><br/>Republican<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,legislators,"Geary, Edward A.",59,54
1951-01-01T12:00:00Z,Republican,NA,"<strong>Orval Eaton</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop, Columbia.",NA,legislators,"Eaton, Orval",60,60
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Maurine B. Neuberger</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,legislators,"Neuberger, Maurine B.",1,7
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Robert R. Klemsen</strong><br/>Democrat<br/>Male<br/>Representing St. Helens, Columbia.",NA,legislators,"Klemsen, Robert R.",2,15
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Alfred H. Corbett</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Corbett, Alfred H.",3,23
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Pat Dooley</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Dooley, Pat",4,31
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Monroe Sweetland</strong><br/>Democrat<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,legislators,"Sweetland, Monroe",5,39
1953-01-01T12:00:00Z,Democrat,NA,"<strong>V. T. Jackson</strong><br/>Democrat<br/>Male<br/>Representing Roseburg, Douglas.",NA,legislators,"Jackson, V. T.",6,47
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Ivan C. Laird</strong><br/>Democrat<br/>Male<br/>Representing Sitkum, Coos.",NA,legislators,"Laird, Ivan C.",7,55
1953-01-01T12:00:00Z,Democrat,NA,"<strong>R. E. Goad</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Goad, R. E.",8,1
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Boyd R. Overhulse</strong><br/>Democrat<br/>Male<br/>Representing Madras, Crook, Jefferson.",NA,legislators,"Overhulse, Boyd R.",9,8
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Robert J. Steward</strong><br/>Democrat<br/>Male<br/>Representing Keating, Baker.",NA,legislators,"Steward, Robert J.",10,16
1953-01-01T12:00:00Z,Democrat,NA,"<strong>Henry Semon</strong><br/>Democrat<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,legislators,"Semon, Henry",11,24
1953-01-01T12:00:00Z,Republican,NA,"<strong>Dorothy Wallace</strong><br/>Republican<br/>Female<br/>Representing Portland, Multnomah.",NA,legislators,"Wallace, Dorothy",12,32
1953-01-01T12:00:00Z,Republican,NA,"<strong>Joseph M. Dyer</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop.",NA,legislators,"Dyer, Joseph M.",13,40
1953-01-01T12:00:00Z,Republican,NA,"<strong>Harry C. Elliott</strong><br/>Republican<br/>Male<br/>Representing Tillamook, Tillamook.",NA,legislators,"Elliott, Harry C.",14,48
1953-01-01T12:00:00Z,Republican,NA,"<strong>Leon S. Davis</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,legislators,"Davis, Leon S.",15,56
1953-01-01T12:00:00Z,Republican,NA,"<strong>G. Russell Morgan</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,legislators,"Morgan, G. Russell",16,2
1953-01-01T12:00:00Z,Republican,NA,"<strong>Gust Anderson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Anderson, Gust",17,9
1953-01-01T12:00:00Z,Republican,NA,"<strong>F. H. Dammasch</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Dammasch, F. H.",18,17
1953-01-01T12:00:00Z,Republican,NA,"<strong>Richard F. Deich</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Deich, Richard F.",19,25
1953-01-01T12:00:00Z,Republican,NA,"<strong>Robert E. Duniway</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Duniway, Robert E.",20,33
1953-01-01T12:00:00Z,Republican,NA,"<strong>Joseph E. Harvey</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Harvey, Joseph E.",21,41
1953-01-01T12:00:00Z,Republican,NA,"<strong>Robert J. Jensen</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Jensen, Robert J.",22,49
1953-01-01T12:00:00Z,Republican,NA,"<strong>Phil J. Roth</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Roth, Phil J.",23,57
1953-01-01T12:00:00Z,Republican,NA,"<strong>Harvey Wells</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Wells, Harvey",24,3
1953-01-01T12:00:00Z,Republican,NA,"<strong>Rudie, Jr. Wilhelm</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Wilhelm, Rudie, Jr.",25,10
1953-01-01T12:00:00Z,Republican,NA,"<strong>Kenneth Goodall</strong><br/>Republican<br/>Male<br/>Representing Oswego, Clackamas, Multnomah.",NA,legislators,"Goodall, Kenneth",26,18
1953-01-01T12:00:00Z,Republican,NA,"<strong>Herman H. Chindgren</strong><br/>Republican<br/>Male<br/>Representing Molalla, Clackamas.",NA,legislators,"Chindgren, Herman H.",27,26
1953-01-01T12:00:00Z,Republican,NA,"<strong>John Misko</strong><br/>Republican<br/>Male<br/>Representing Oregon City, Clackamas.",NA,legislators,"Misko, John",28,34
1953-01-01T12:00:00Z,Republican,NA,"<strong>Carl H. Francis</strong><br/>Republican<br/>Male<br/>Representing Dayton, Yamhill.",NA,legislators,"Francis, Carl H.",29,42
1953-01-01T12:00:00Z,Republican,NA,"<strong>George Layman</strong><br/>Republican<br/>Male<br/>Representing Newberg, Yamhill.",NA,legislators,"Layman, George",30,50
1953-01-01T12:00:00Z,Republican,NA,"<strong>Claude E. Hall</strong><br/>Republican<br/>Male<br/>Representing Waldport, Lincoln.",NA,legislators,"Hall, Claude E.",31,4
1953-01-01T12:00:00Z,Republican,NA,"<strong>Frank M. Farmer</strong><br/>Republican<br/>Male<br/>Representing Rickreall, Polk.",NA,legislators,"Farmer, Frank M.",32,11
1953-01-01T12:00:00Z,Republican,NA,"<strong>Francis W. Ziegler</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,legislators,"Ziegler, Francis W.",33,19
1953-01-01T12:00:00Z,Republican,NA,"<strong>W. W. Chadwick</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Chadwick, W. W.",34,27
1953-01-01T12:00:00Z,Republican,NA,"<strong>Robert L. Elfstrom</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Elfstrom, Robert L.",35,35
1953-01-01T12:00:00Z,Republican,NA,"<strong>Mark O. Hatfield</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Hatfield, Mark O.",36,43
1953-01-01T12:00:00Z,Republican,NA,"<strong>Lee V. Ohmart</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Ohmart, Lee V.",37,51
1953-01-01T12:00:00Z,Republican,NA,"<strong>Ed R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Homes, Linn.",NA,legislators,"Cardwell, Ed R.",38,5
1953-01-01T12:00:00Z,Republican,NA,"<strong>Lloyd E. Haynes</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,legislators,"Haynes, Lloyd E.",39,12
1953-01-01T12:00:00Z,Republican,NA,"<strong>Jess W. Savage</strong><br/>Republican<br/>Male<br/>Representing Albany, Linn.",NA,legislators,"Savage, Jess W.",40,20
1953-01-01T12:00:00Z,Republican,NA,"<strong>Earl H. Hill</strong><br/>Republican<br/>Male<br/>Representing Cushman, Lane.",NA,legislators,"Hill, Earl H.",41,28
1953-01-01T12:00:00Z,Republican,NA,"<strong>Donald R. Husband</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Husband, Donald R.",42,36
1953-01-01T12:00:00Z,Republican,NA,"<strong>Loran L. Stewart</strong><br/>Republican<br/>Male<br/>Representing Cottage Grove, Lane.",NA,legislators,"Stewart, Loran L.",43,44
1953-01-01T12:00:00Z,Republican,NA,"<strong>John P. Amacher</strong><br/>Republican<br/>Male<br/>Representing Winchester, Douglas.",NA,legislators,"Amacher, John P.",44,52
1953-01-01T12:00:00Z,Republican,NA,"<strong>Roderick T. McKenzie</strong><br/>Republican<br/>Male<br/>Representing Sixes, Coos, Curry.",NA,legislators,"McKenzie, Roderick T.",45,58
1953-01-01T12:00:00Z,Republican,NA,"<strong>E. H. Mann</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Mann, E. H.",46,6
1953-01-01T12:00:00Z,Republican,NA,"<strong>Robert W. Root</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Root, Robert W.",47,13
1953-01-01T12:00:00Z,Republican,NA,"<strong>Earl A. Moore</strong><br/>Republican<br/>Male<br/>Representing Hood River, Hood River.",NA,legislators,"Moore, Earl A.",48,21
1953-01-01T12:00:00Z,Republican,NA,"<strong>Russell Hudson</strong><br/>Republican<br/>Male<br/>Representing The Dalles, Wasco.",NA,legislators,"Hudson, Russell",49,29
1953-01-01T12:00:00Z,Republican,NA,"<strong>J. P. Steiwer</strong><br/>Republican<br/>Male<br/>Representing Fossil, Gilliam, Morrow, Sherman,<br/>Wheeler.",NA,legislators,"Steiwer, J. P.",50,37
1953-01-01T12:00:00Z,Republican,NA,"<strong>Charles Allen Tom</strong><br/>Republican<br/>Male<br/>Representing Rufus, Gilliam, Morrow, Sherman, Wheeler.",NA,legislators,"Tom, Charles Allen",51,45
1953-01-01T12:00:00Z,Republican,NA,"<strong>Ralph Saylor</strong><br/>Republican<br/>Male<br/>Representing Echo, Umatilla.",NA,legislators,"Saylor, Ralph",52,53
1953-01-01T12:00:00Z,Republican,NA,"<strong>David C. Baum</strong><br/>Republican<br/>Male<br/>Representing LaGrande, Union.",NA,legislators,"Baum, David C.",53,59
1953-01-01T12:00:00Z,Republican,NA,"<strong>H. R. Weatherford</strong><br/>Republican<br/>Male<br/>Representing Wallowa, Wallowa.",NA,legislators,"Weatherford, H. R.",54,14
1953-01-01T12:00:00Z,Republican,NA,"<strong>Alva Curtis Goodrich</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes.",NA,legislators,"Goodrich, Alva Curtis",55,22
1953-01-01T12:00:00Z,Republican,NA,"<strong>B. A. (Dutch) Stover</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes, Lake.",NA,legislators,"Stover, B. A. (Dutch)",56,30
1953-01-01T12:00:00Z,Republican,NA,"<strong>William W. Bradeen</strong><br/>Republican<br/>Male<br/>Representing Burns, Grant, Harney.",NA,legislators,"Bradeen, William W.",57,38
1953-01-01T12:00:00Z,Republican,NA,"<strong>Carroll Locey</strong><br/>Republican<br/>Male<br/>Representing Ironside, Malheur.",NA,legislators,"Locey, Carroll",58,46
1953-01-01T12:00:00Z,Republican,NA,"<strong>Edward A. Geary</strong><br/>Republican<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,legislators,"Geary, Edward A.",59,54
1953-01-01T12:00:00Z,Republican,NA,"<strong>Orval Eaton</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop, Columbia.",NA,legislators,"Eaton, Orval",60,60
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Jean L. Lewis</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,legislators,"Lewis, Jean L.",1,7
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Kay Meriwether</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,legislators,"Meriwether, Kay",2,15
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Maurine B. Neuberger</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,legislators,"Neuberger, Maurine B.",3,23
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Katherine Musa</strong><br/>Democrat<br/>Female<br/>Representing The Dalles, Wasco.",NA,legislators,"Musa, Katherine",4,31
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Robert R. Klemsen</strong><br/>Democrat<br/>Male<br/>Representing St. Helens, Columbia.",NA,legislators,"Klemsen, Robert R.",5,39
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Ben Anderson</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Anderson, Ben",6,47
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Ward H. Cook</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Cook, Ward H.",7,55
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Alfred H. Corbett</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Corbett, Alfred H.",8,1
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Pat Dooley</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Dooley, Pat",9,8
1955-01-01T12:00:00Z,Democrat,NA,"<strong>G. D. Gleason</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Gleason, G. D.",10,16
1955-01-01T12:00:00Z,Democrat,NA,"<strong>William L. Grenfell</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Grenfell, William L.",11,24
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Norman R. Howard</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Howard, Norman R.",12,32
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Walter J. Pearson</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Pearson, Walter J.",13,40
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Richard E. Groener</strong><br/>Democrat<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,legislators,"Groener, Richard E.",14,48
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Thomas R. McClellan</strong><br/>Democrat<br/>Male<br/>Representing Neotsu, Lincoln.",NA,legislators,"McClellan, Thomas R.",15,56
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Joe Rogers</strong><br/>Democrat<br/>Male<br/>Representing Independence, Polk.",NA,legislators,"Rogers, Joe",16,2
1955-01-01T12:00:00Z,Democrat,NA,"<strong>V. T. Jackson</strong><br/>Democrat<br/>Male<br/>Representing Roseburg, Douglas.",NA,legislators,"Jackson, V. T.",17,9
1955-01-01T12:00:00Z,Democrat,NA,"<strong>R. F. Chapman</strong><br/>Democrat<br/>Male<br/>Representing Coos Bay, Coos.",NA,legislators,"Chapman, R. F.",18,17
1955-01-01T12:00:00Z,Democrat,NA,"<strong>George J. Annala</strong><br/>Democrat<br/>Male<br/>Representing Hood River, Hood River.",NA,legislators,"Annala, George J.",19,25
1955-01-01T12:00:00Z,Democrat,NA,"<strong>R. E. Goad</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Goad, R. E.",20,33
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Harry L. Wells</strong><br/>Democrat<br/>Male<br/>Representing LaGrande, Union, Wallowa.",NA,legislators,"Wells, Harry L.",21,41
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Boyd R. Overhulse</strong><br/>Democrat<br/>Male<br/>Representing Madras, Crook, Jefferson.",NA,legislators,"Overhulse, Boyd R.",22,49
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Robert J. Steward</strong><br/>Democrat<br/>Male<br/>Representing Keating, Baker.",NA,legislators,"Steward, Robert J.",23,57
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Emil A. Stunz</strong><br/>Democrat<br/>Male<br/>Representing Nyssa, Malheur.",NA,legislators,"Stunz, Emil A.",24,3
1955-01-01T12:00:00Z,Democrat,NA,"<strong>Henry Semon</strong><br/>Democrat<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,legislators,"Semon, Henry",25,10
1955-01-01T12:00:00Z,Republican,NA,"<strong>Orval Eaton</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop.",NA,legislators,"Eaton, Orval",26,18
1955-01-01T12:00:00Z,Republican,NA,"<strong>Harry C. Elliott</strong><br/>Republican<br/>Male<br/>Representing Tillamook, Tillamook.",NA,legislators,"Elliott, Harry C.",27,26
1955-01-01T12:00:00Z,Republican,NA,"<strong>Leon S. Davis</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,legislators,"Davis, Leon S.",28,34
1955-01-01T12:00:00Z,Republican,NA,"<strong>John D. Hare</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,legislators,"Hare, John D.",29,42
1955-01-01T12:00:00Z,Republican,NA,"<strong>George Layman</strong><br/>Republican<br/>Male<br/>Representing Newberg, Yamhill.",NA,legislators,"Layman, George",30,50
1955-01-01T12:00:00Z,Republican,NA,"<strong>Arthur P. Ireland</strong><br/>Republican<br/>Male<br/>Representing Forest Grove, Washington, Yamhill.",NA,legislators,"Ireland, Arthur P.",31,4
1955-01-01T12:00:00Z,Republican,NA,"<strong>Gust Anderson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Anderson, Gust",32,11
1955-01-01T12:00:00Z,Republican,NA,"<strong>F. H. Dammasch</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Dammasch, F. H.",33,19
1955-01-01T12:00:00Z,Republican,NA,"<strong>William J. Gallagher</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Gallagher, William J.",34,27
1955-01-01T12:00:00Z,Republican,NA,"<strong>Robert J. Jensen</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Jensen, Robert J.",35,35
1955-01-01T12:00:00Z,Republican,NA,"<strong>Fred Meek</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Meek, Fred",36,43
1955-01-01T12:00:00Z,Republican,NA,"<strong>Herman H. Chindgren</strong><br/>Republican<br/>Male<br/>Representing Molalla, Clackamas.",NA,legislators,"Chindgren, Herman H.",37,51
1955-01-01T12:00:00Z,Republican,NA,"<strong>Elmer Deetz</strong><br/>Republican<br/>Male<br/>Representing Canby, Clackamas.",NA,legislators,"Deetz, Elmer",38,5
1955-01-01T12:00:00Z,Republican,NA,"<strong>Wayne R. Giesy</strong><br/>Republican<br/>Male<br/>Representing Monroe, Benton.",NA,legislators,"Giesy, Wayne R.",39,12
1955-01-01T12:00:00Z,Republican,NA,"<strong>Eddie Ahrens</strong><br/>Republican<br/>Male<br/>Representing Turner, Marion.",NA,legislators,"Ahrens, Eddie",40,20
1955-01-01T12:00:00Z,Republican,NA,"<strong>W. W. Chadwick</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Chadwick, W. W.",41,28
1955-01-01T12:00:00Z,Republican,NA,"<strong>Robert l. Elfstrom</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Elfstrom, Robert l.",42,36
1955-01-01T12:00:00Z,Republican,NA,"<strong>Al Loucks</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Loucks, Al",43,44
1955-01-01T12:00:00Z,Republican,NA,"<strong>Edward R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Home, Linn.",NA,legislators,"Cardwell, Edward R.",44,52
1955-01-01T12:00:00Z,Republican,NA,"<strong>Jess W. Savage</strong><br/>Republican<br/>Male<br/>Representing Albany, Linn.",NA,legislators,"Savage, Jess W.",45,58
1955-01-01T12:00:00Z,Republican,NA,"<strong>Edwin Earl Cone</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Cone, Edwin Earl",46,6
1955-01-01T12:00:00Z,Republican,NA,"<strong>Earl H. Hill</strong><br/>Republican<br/>Male<br/>Representing Cushman, Lane.",NA,legislators,"Hill, Earl H.",47,13
1955-01-01T12:00:00Z,Republican,NA,"<strong>V. Edwin Johnson</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Johnson, V. Edwin",48,21
1955-01-01T12:00:00Z,Republican,NA,"<strong>Ernest E. Schrenk</strong><br/>Republican<br/>Male<br/>Representing Creswell, Lane.",NA,legislators,"Schrenk, Ernest E.",49,29
1955-01-01T12:00:00Z,Republican,NA,"<strong>Loran L. Stewart</strong><br/>Republican<br/>Male<br/>Representing Cottage Grove, Lane.",NA,legislators,"Stewart, Loran L.",50,37
1955-01-01T12:00:00Z,Republican,NA,"<strong>John P. Amacher</strong><br/>Republican<br/>Male<br/>Representing Winchester, Douglas.",NA,legislators,"Amacher, John P.",51,45
1955-01-01T12:00:00Z,Republican,NA,"<strong>Roderick T. McKenzie</strong><br/>Republican<br/>Male<br/>Representing Sixes, Coos, Curry.",NA,legislators,"McKenzie, Roderick T.",52,53
1955-01-01T12:00:00Z,Republican,NA,"<strong>Lloyd E. Haynes</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,legislators,"Haynes, Lloyd E.",53,59
1955-01-01T12:00:00Z,Republican,NA,"<strong>E. A. Littrell</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Littrell, E. A.",54,14
1955-01-01T12:00:00Z,Republican,NA,"<strong>E. H. Mann</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,legislators,"Mann, E. H.",55,22
1955-01-01T12:00:00Z,Republican,NA,"<strong>Charles A. Tom</strong><br/>Republican<br/>Male<br/>Representing Rufus, Gilliam, Morrow, Sherman, Wheeler.",NA,legislators,"Tom, Charles A.",56,30
1955-01-01T12:00:00Z,Republican,NA,"<strong>Irvin Mann</strong><br/>Republican<br/>Male<br/>Representing Adams, Umatilla.<br/><br/><em>Irvin Mann passed away while in office.<br/>Stafford Hansell was appointed to fill<br/>the vacancy.</em>",NA,legislators,"Mann, Irvin",57,38
